1.96429e-05,0.0196429,-3.14157,0.0178571
3.63708e-05,0.016728,-3.14156,0.0152071
5.46206e-05,0.0182498,-3.14154,0.0165902
7.35176e-05,0.018897,-3.14153,0.0171782
9.32324e-05,0.0197148,-3.14151,0.0179211
0.00011373,0.0204974,-3.14149,0.0186318
0.000135015,0.0212854,-3.14147,0.0193472
0.000157086,0.0220708,-3.14145,0.0200601
0.000179941,0.022855,-3.14143,0.0207718
0.000203579,0.0236379,-3.14141,0.021482
0.000227999,0.0244195,-3.14139,0.0221909
0.000253198,0.0251998,-3.14136,0.0228984
0.000279177,0.0259788,-3.14134,0.0236046
0.000305934,0.0267565,-3.14131,0.0243093
0.000333466,0.0275328,-3.14129,0.0250125
0.000361774,0.0283078,-3.14126,0.0257144
0.000390856,0.0290816,-3.14124,0.0264149
0.00042071,0.029854,-3.14121,0.0271139
0.000451335,0.0306251,-3.14118,0.0278115
0.00048273,0.0313949,-3.14115,0.0285077
0.000514893,0.0321634,-3.14112,0.0292024
0.000547824,0.0329306,-3.14109,0.0298957
0.00058152,0.0336965,-3.14106,0.0305875
0.000615981,0.0344611,-3.14103,0.0312779
0.000651206,0.0352243,-3.141,0.0319668
0.000687192,0.0359863,-3.14097,0.0326542
0.000723939,0.036747,-3.14094,0.0333402
0.000761445,0.0375064,-3.1409,0.0340247
0.00079971,0.0382645,-3.14087,0.0347077
0.000838731,0.0390213,-3.14083,0.0353893
0.000878508,0.0397768,-3.14079,0.0360693
0.000919039,0.040531,-3.14076,0.0367478
0.000960323,0.041284,-3.14072,0.0374249
0.00100236,0.0420356,-3.14068,0.0381004
0.00104514,0.0427859,-3.14064,0.0387744
0.00108868,0.043535,-3.1406,0.0394469
0.00113296,0.0442827,-3.14056,0.0401179
0.00117799,0.0450292,-3.14052,0.0407874
0.00122377,0.0457744,-3.14048,0.0414553
0.00127028,0.0465183,-3.14044,0.0421217
0.00131755,0.047261,-3.1404,0.0427865
0.00136555,0.0480023,-3.14035,0.0434498
0.00141429,0.0487424,-3.14031,0.0441116
0.00146377,0.0494812,-3.14026,0.0447718
0.00151399,0.0502187,-3.14022,0.0454304
0.00156494,0.0509549,-3.14017,0.0460875
0.00161663,0.0516899,-3.14013,0.046743
0.00166906,0.0524235,-3.14008,0.0473969
0.00172221,0.0531559,-3.14003,0.0480492
0.0017761,0.0538871,-3.13998,0.0487
0.00183072,0.0546169,-3.13993,0.0493492
0.00188606,0.0553455,-3.13988,0.0499967
0.00194214,0.0560729,-3.13983,0.0506427
0.00199894,0.0567989,-3.13978,0.0512871
0.00205646,0.0575237,-3.13973,0.0519298
0.00211471,0.0582472,-3.13968,0.052571
0.00217368,0.0589695,-3.13962,0.0532105
0.00223337,0.0596905,-3.13957,0.0538484
0.00229378,0.0604102,-3.13952,0.0544847
0.00235491,0.0611287,-3.13946,0.0551193
0.00241675,0.0618459,-3.1394,0.0557523
0.00247931,0.0625618,-3.13935,0.0563837
0.00254259,0.0632765,-3.13929,0.0570134
0.00260658,0.06399,-3.13923,0.0576415
0.00267128,0.0647022,-3.13917,0.0582679
0.00273669,0.0654131,-3.13912,0.0588927
0.00280282,0.0661228,-3.13906,0.0595158
0.00286965,0.0668312,-3.139,0.0601372
0.00293719,0.0675384,-3.13894,0.0607569
0.00300543,0.0682443,-3.13887,0.061375
0.00307438,0.068949,-3.13881,0.0619914
0.00314403,0.0696524,-3.13875,0.0626061
0.00321439,0.0703546,-3.13869,0.0632191
0.00328544,0.0710555,-3.13862,0.0638304
0.0033572,0.0717552,-3.13856,0.0644401
0.00342965,0.0724536,-3.13849,0.065048
0.0035028,0.0731509,-3.13843,0.0656542
0.00357665,0.0738468,-3.13836,0.0662587
0.00365119,0.0745415,-3.13829,0.0668615
0.00372643,0.075235,-3.13823,0.0674625
0.00380235,0.0759273,-3.13816,0.0680618
0.00387897,0.0766183,-3.13809,0.0686594
0.00395628,0.0773081,-3.13802,0.0692553
0.00403428,0.0779966,-3.13795,0.0698494
0.00411296,0.0786839,-3.13788,0.0704418
0.00419233,0.07937,-3.13781,0.0710325
0.00427238,0.0800549,-3.13774,0.0716213
0.00435312,0.0807385,-3.13767,0.0722085
0.00443454,0.0814209,-3.13759,0.0727938
0.00451665,0.0821021,-3.13752,0.0733775
0.00459943,0.082782,-3.13745,0.0739593
0.00468289,0.0834607,-3.13737,0.0745394
0.00476703,0.0841382,-3.1373,0.0751176
0.00485184,0.0848145,-3.13722,0.0756942
0.00493733,0.0854896,-3.13714,0.0762689
0.00502349,0.0861634,-3.13707,0.0768418
0.00511033,0.086836,-3.13699,0.077413
0.00519784,0.0875074,-3.13691,0.0779823
0.00528602,0.0881776,-3.13683,0.0785499
0.00539383,0.107812,-3.13674,0.0963567
0.00549953,0.105699,-3.13664,0.0943928
0.00560739,0.107862,-3.13655,0.0963151
0.00571657,0.109181,-3.13645,0.0974689
0.00582723,0.110663,-3.13635,0.0987701
0.00593934,0.112109,-3.13625,0.100039
0.0060529,0.11356,-3.13615,0.10131
0.00616791,0.115007,-3.13605,0.102576
0.00628436,0.116451,-3.13594,0.10384
0.00640225,0.117893,-3.13584,0.105101
0.00652159,0.119333,-3.13573,0.106358
0.00664236,0.120769,-3.13562,0.107612
0.00676456,0.122204,-3.13551,0.108863
0.00688819,0.123636,-3.1354,0.11011
0.00701326,0.125065,-3.13529,0.111354
0.00713975,0.126492,-3.13518,0.112595
0.00726767,0.127916,-3.13507,0.113833
0.00739701,0.129338,-3.13495,0.115067
0.00752776,0.130757,-3.13483,0.116298
0.00765994,0.132174,-3.13472,0.117526
0.00779352,0.133588,-3.1346,0.118751
0.00792852,0.135,-3.13448,0.119972
0.00806493,0.136409,-3.13436,0.121189
0.00820275,0.137816,-3.13424,0.122404
0.00834197,0.139221,-3.13411,0.123615
0.00848259,0.140622,-3.13399,0.124823
0.00862462,0.142022,-3.13386,0.126027
